Sample Number (100 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),timeStart (s),timeStartUTC (s),GPSLatitude (deg),GPSLongitude (deg),GPSHeight (m),GPSSat (),Temp (*C),Pressure (Pa),Heigh BME (m),Vbat (V),FR1 (%),FR2 (%),1 (),2 (),Vel (m/s),ALx (g),ALy (g),ALz (g),Agx (deg/s),Agy (deg/s),Agz (deg/s),MagX (Gauss),MagY (Gauss),MagZ (Gauss),TimeNRF (ms),TimeFR (ms),TimeVbat (ms),TimeBME280 (ms),TimeLSM6DSL (ms),TimeLIS3MDL (ms),TimeSdData (ms),quat (Gauss),quat1 (),quat2 (),quat3 (),quatGyro ()
1731,1657110712979,3659782,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2170410,91769.0000000,812.0000000,3.20000,101.14000,100.92000,101.00000,0.00000,-22.4273949,0.5717773,0.0766602,0.1552734,-581.7260742,-95.5200195,-145.8740234,0.3369141,0.3574219,0.5585938,16.0000000,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,26.0000000,0.0000000,0.9997092,-0.1879305,-0.0907307,0.0000000
1732,1657110712989,3659792,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2170410,91769.0000000,812.0000000,3.20000,101.14000,100.92000,101.00000,0.00000,-22.4273949,0.6538086,0.3583984,0.1538086,-598.8769531,-10.3759766,-155.2124023,0.3413086,0.3618164,0.5849609,16.0000000,1.0000000,0.0000000,0.0000000,0.0000000,1.0000000,26.0000000,0.0000000,0.9998426,-0.1878218,-0.0923764,0.0000000
1733,1657110712999,3659802,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2170410,91769.0000000,812.0000000,3.20000,101.14000,100.92000,101.00000,0.00000,-22.4273949,0.6308594,0.3505859,0.1147461,-620.1171875,28.9306641,-156.3720703,0.3417969,0.3696289,0.6069336,16.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9999380,-0.1881240,-0.0940341,0.0000000
1734,1657110713009,3659812,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2170410,91769.0000000,812.0000000,3.20000,101.14000,100.92000,101.00000,0.00000,-22.4273949,0.6723633,0.3295898,0.1132812,-646.3012695,62.9272461,-150.2685547,0.3417969,0.3803711,0.6201172,16.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9999909,-0.1887817,-0.0956268,0.0000000
1735,1657110713019,3659822,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2170410,91769.0000000,812.0000000,3.20000,101.14000,100.92000,101.00000,0.00000,-21.4148464,0.7958984,0.3007812,0.2397461,-675.3540039,86.3647461,-159.3017578,0.3408203,0.3906250,0.6284180,16.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9999957,-0.1896850,-0.0973150,0.0000000
1736,1657110713035,3659838,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2170410,91769.0000000,812.0000000,3.20000,101.14000,100.92000,101.00000,0.00000,-21.4148464,0.7817383,0.3076172,0.3315430,-688.1103516,106.0791016,-167.8466797,0.3388672,0.4018555,0.6293945,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9998926,-0.1914587,-0.1001603,0.0000000
1737,1657110713045,3659848,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2170410,91769.0000000,812.0000000,3.20000,101.14000,100.92000,101.00000,0.00000,-21.4148464,0.7939453,0.5576172,0.4506836,-721.2524414,112.8540039,-175.9643555,0.3354492,0.4135742,0.6225586,14.0000000,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,26.0000000,0.0000000,0.9997506,-0.1926384,-0.1020242,0.0000000
1738,1657110713055,3659858,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2170410,91769.0000000,812.0000000,3.20000,101.14000,100.92000,101.00000,0.00000,-21.4148464,0.9125977,0.4184570,0.4960938,-753.2348633,109.9243164,-182.8002930,0.3320312,0.4252930,0.6142578,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9995393,-0.1937865,-0.1039602,0.0000000
1739,1657110713065,3659868,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2170410,91769.0000000,812.0000000,3.20000,101.14000,100.92000,101.00000,0.00000,-21.4148464,0.9282227,0.2646484,0.6206055,-747.2534180,88.3789062,-191.2231445,0.3286133,0.4335938,0.5971680,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9992662,-0.1947098,-0.1059850,0.0000000
1740,1657110713089,3659892,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2170410,91802.0000000,808.0000000,3.20000,101.14000,100.92000,101.00000,0.00000,-23.1909676,0.8671875,0.2011719,0.6567383,-743.8354492,68.1152344,-197.5708008,0.3251953,0.4379883,0.5761719,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9983577,-0.1964170,-0.1110038,0.0000000
1741,1657110713109,3659912,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2170410,91802.0000000,808.0000000,3.20000,101.56000,101.51000,101.00000,0.00000,-23.1909676,0.7324219,-0.1523438,0.8364258,-750.0610352,-8.6669922,-227.8442383,0.3227539,0.4379883,0.5517578,15.0000000,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,26.0000000,0.0000000,0.9973155,-0.1962364,-0.1158243,0.0000000
1742,1657110713119,3659922,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2170410,91802.0000000,808.0000000,3.20000,101.56000,101.51000,101.00000,0.00000,-23.1909676,0.6757812,-0.3159180,0.8115234,-730.3466797,-63.5375977,-247.4975586,0.3178711,0.4340820,0.5278320,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9967159,-0.1955734,-0.1184414,0.0000000
1743,1657110713129,3659932,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2170410,91802.0000000,808.0000000,3.20000,101.56000,101.51000,101.00000,0.00000,-19.9557800,0.6533203,-0.4267578,0.8208008,-712.5244141,-93.5058594,-254.3945312,0.3134766,0.4282227,0.5024414,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9960729,-0.1945970,-0.1211305,0.0000000
1744,1657110713139,3659942,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2170410,91802.0000000,808.0000000,3.20000,101.56000,101.51000,101.00000,0.00000,-19.9557800,0.6450195,-0.5292969,0.7719727,-701.6601562,-115.6616211,-265.1367188,0.3100586,0.4199219,0.4794922,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9953837,-0.1933885,-0.1239322,0.0000000
1745,1657110713149,3659952,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2170410,91802.0000000,808.0000000,3.20000,101.56000,101.51000,101.00000,0.00000,-19.9557800,0.7138672,-0.6508789,0.6997070,-667.1752930,-146.6674805,-276.1230469,0.3076172,0.4091797,0.4619141,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9946768,-0.1918558,-0.1268490,0.0000000
1746,1657110713165,3659968,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2170410,91802.0000000,808.0000000,3.20000,101.56000,101.51000,101.00000,0.00000,-19.9557800,0.7509766,-0.5732422,0.6699219,-616.5771484,-180.2368164,-284.0576172,0.3056641,0.3984375,0.4458008,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9935396,-0.1888413,-0.1316474,0.0000000
1747,1657110713175,3659978,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2170410,91802.0000000,808.0000000,3.20000,101.56000,101.51000,101.00000,0.00000,-19.9557800,0.8012695,-0.5927734,0.4047852,-567.5048828,-196.7163086,-300.4760742,0.3071289,0.3862305,0.4370117,14.0000000,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,26.0000000,0.0000000,0.9928358,-0.1867843,-0.1348182,0.0000000
1748,1657110713185,3659988,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2170410,91802.0000000,808.0000000,3.20000,101.56000,101.51000,101.00000,0.00000,-19.9557800,0.8891602,-0.5463867,0.3920898,-531.9824219,-204.4067383,-316.0400391,0.3085938,0.3750000,0.4326172,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9921430,-0.1846458,-0.1381516,0.0000000
1749,1657110713195,3659998,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2170410,91834.0000000,805.0000000,3.20000,101.56000,101.51000,101.00000,0.00000,-24.0864754,1.0126953,-0.4331055,0.2197266,-532.1655273,-188.1103516,-336.1816406,0.3105469,0.3676758,0.4345703,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9914182,-0.1826771,-0.1416958,0.0000000
1750,1657110713219,3660022,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2170410,91834.0000000,805.0000000,3.20000,101.56000,101.51000,101.00000,0.00000,-24.0864754,1.1284180,-0.0488281,0.1083984,-526.1230469,-173.5839844,-348.5717773,0.3144531,0.3618164,0.4399414,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9895712,-0.1783143,-0.1505075,0.0000000
1751,1657110713238,3660041,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2170410,91834.0000000,805.0000000,3.20000,101.44000,101.33000,101.00000,0.00000,-24.0864754,0.8637695,-0.3149414,0.1787109,-547.4243164,-112.8540039,-396.9116211,0.3193359,0.3603516,0.4497070,15.0000000,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,25.0000000,0.0000000,0.9879153,-0.1760677,-0.1584405,0.0000000
1752,1657110713248,3660051,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2170410,91834.0000000,805.0000000,3.20000,101.44000,101.33000,101.00000,0.00000,-21.1104832,0.8134766,0.0078125,0.0717773,-482.2998047,-92.1630859,-421.4477539,0.3237305,0.3623047,0.4589844,15.0000000,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,25.0000000,0.0000000,0.9871064,-0.1751013,-0.1628695,0.0000000
1753,1657110713258,3660061,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2170410,91834.0000000,805.0000000,3.20000,101.44000,101.33000,101.00000,0.00000,-21.1104832,0.7812500,0.4482422,-0.0351562,-493.6523438,-68.4814453,-436.0351562,0.3276367,0.3662109,0.4677734,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,25.0000000,0.0000000,0.9862515,-0.1743832,-0.1674484,0.0000000
1754,1657110713268,3660071,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2170410,91834.0000000,805.0000000,3.20000,101.44000,101.33000,101.00000,0.00000,-21.1104832,0.6889648,0.3613281,0.0971680,-498.4130859,-36.5600586,-444.5190430,0.3300781,0.3710938,0.4755859,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,25.0000000,0.0000000,0.9853606,-0.1739994,-0.1721126,0.0000000
1755,1657110713278,3660081,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2170410,91834.0000000,805.0000000,3.20000,101.44000,101.33000,101.00000,0.00000,-21.1104832,0.6577148,0.1289062,0.1430664,-491.7602539,-12.5122070,-457.0922852,0.3291016,0.3798828,0.4804688,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,25.0000000,0.0000000,0.9844545,-0.1738684,-0.1769046,0.0000000
1756,1657110713295,3660098,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2170410,91834.0000000,805.0000000,3.20000,101.44000,101.33000,101.00000,0.00000,-21.1104832,0.8066406,0.0424805,0.1699219,-472.5341797,2.9296875,-464.2333984,0.3281250,0.3901367,0.4829102,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,25.0000000,0.0000000,0.9829163,-0.1739208,-0.1851686,0.0000000
1757,1657110713305,3660108,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91861.0000000,802.0000000,3.20000,101.44000,101.33000,101.00000,0.00000,-24.5970554,0.7060547,0.3364258,0.1752930,-456.9091797,19.5922852,-478.8818359,0.3271484,0.4003906,0.4819336,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,25.0000000,0.0000000,0.9820093,-0.1741263,-0.1901768,0.0000000
1758,1657110713315,3660118,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91861.0000000,802.0000000,3.20000,101.44000,101.33000,101.00000,0.00000,-24.5970554,0.6152344,0.5869141,0.0424805,-451.1108398,34.1186523,-484.0087891,0.3222656,0.4121094,0.4799805,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,25.0000000,0.0000000,0.9810910,-0.1744838,-0.1952336,0.0000000
1759,1657110713325,3660128,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91861.0000000,802.0000000,3.20000,101.44000,101.33000,101.00000,0.00000,-24.5970554,0.7031250,0.4316406,0.0561523,-459.2895508,39.1235352,-491.5771484,0.3149414,0.4223633,0.4707031,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,25.0000000,0.0000000,0.9801328,-0.1748937,-0.2003641,0.0000000
1760,1657110713353,3660156,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91861.0000000,802.0000000,3.20000,101.44000,101.33000,101.00000,0.00000,-24.5970554,0.7241211,0.4897461,0.1235352,-440.7348633,40.9545898,-496.2158203,0.3066406,0.4301758,0.4614258,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,25.0000000,0.0000000,0.9774422,-0.1760960,-0.2148350,0.0000000
1761,1657110713372,3660175,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91861.0000000,802.0000000,3.20000,101.36000,101.51000,101.00000,0.00000,-22.7686825,0.5947266,0.7006836,0.3334961,-474.4873047,4.8828125,-509.8876953,0.2934570,0.4375000,0.4472656,15.0000000,0.0000000,1.0000000,0.0000000,0.0000000,1.0000000,29.0000000,0.0000000,0.9753699,-0.1761935,-0.2248974,0.0000000
1762,1657110713382,3660185,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91861.0000000,802.0000000,3.20000,101.36000,101.51000,101.00000,0.00000,-22.7686825,0.4111328,0.7949219,0.3579102,-466.9799805,-31.3110352,-506.1645508,0.2792969,0.4438477,0.4316406,15.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,0.9742610,-0.1758654,-0.2301453,0.0000000
1763,1657110713392,3660195,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91861.0000000,802.0000000,3.20000,101.36000,101.51000,101.00000,0.00000,-22.7686825,0.2807617,0.7177734,0.4916992,-464.2333984,-71.2890625,-509.6435547,0.2656250,0.4467773,0.4155273,15.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,0.9731349,-0.1751180,-0.2354225,0.0000000
1764,1657110713402,3660205,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91861.0000000,802.0000000,3.20000,101.36000,101.51000,101.00000,0.00000,-22.7686825,0.2275391,0.6411133,0.5375977,-461.1206055,-107.9711914,-515.8691406,0.2514648,0.4453125,0.3979492,15.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,0.9719929,-0.1739858,-0.2407572,0.0000000
1765,1657110713412,3660215,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91861.0000000,802.0000000,3.20000,101.36000,101.51000,101.00000,0.00000,-22.7686825,0.2016602,0.5898438,0.5834961,-446.0449219,-140.6250000,-514.7094727,0.2368164,0.4428711,0.3818359,15.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,0.9708658,-0.1725114,-0.2460726,0.0000000
1766,1657110713428,3660231,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91894.0000000,799.0000000,3.20000,101.36000,101.51000,101.00000,0.00000,-25.4298668,0.1635742,0.4770508,0.5795898,-422.1801758,-179.6875000,-513.1225586,0.2241211,0.4384766,0.3662109,14.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,0.9691173,-0.1694954,-0.2545357,0.0000000
1767,1657110713438,3660241,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91894.0000000,799.0000000,3.20000,101.36000,101.51000,101.00000,0.00000,-25.4298668,0.1269531,0.4531250,0.5654297,-372.0092773,-238.2812500,-513.6718750,0.2143555,0.4311523,0.3535156,14.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,0.9681329,-0.1669944,-0.2598209,0.0000000
1768,1657110713448,3660251,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91894.0000000,799.0000000,3.20000,101.36000,101.51000,101.00000,0.00000,-25.4298668,0.1469727,0.3779297,0.6171875,-341.1865234,-267.1508789,-513.7939453,0.2045898,0.4238281,0.3403320,14.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,0.9672167,-0.1641887,-0.2650997,0.0000000
1769,1657110713458,3660261,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91894.0000000,799.0000000,3.20000,101.36000,101.51000,101.00000,0.00000,-25.4298668,0.1494141,0.3291016,0.5952148,-302.6733398,-302.8564453,-515.6250000,0.2021484,0.4155273,0.3339844,14.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,0.9663934,-0.1610066,-0.2703892,0.0000000
1770,1657110713483,3660286,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91894.0000000,799.0000000,3.20000,101.36000,101.51000,101.00000,0.00000,-21.9384117,0.1420898,0.2006836,0.6152344,-280.5175781,-330.0170898,-515.2587891,0.2031250,0.4077148,0.3305664,14.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,0.9644470,-0.1523311,-0.2835678,0.0000000
1771,1657110713503,3660306,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91894.0000000,799.0000000,3.20000,101.41000,100.71000,101.00000,0.00000,-21.9384117,0.3134766,0.2773438,0.5737305,-154.2968750,-402.0996094,-513.4277344,0.2080078,0.4023438,0.3305664,15.0000000,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,26.0000000,0.0000000,0.9635734,-0.1438630,-0.2940349,0.0000000
1772,1657110713512,3660315,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91894.0000000,799.0000000,3.20000,101.41000,100.71000,101.00000,0.00000,-21.9384117,0.4140625,0.3012695,0.5620117,-89.3554688,-431.6406250,-515.1977539,0.2153320,0.4013672,0.3378906,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9633441,-0.1397684,-0.2987500,0.0000000
1773,1657110713522,3660325,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91894.0000000,799.0000000,3.20000,101.41000,100.71000,101.00000,0.00000,-21.9384117,0.4716797,0.3598633,0.4594727,-62.0727539,-443.5424805,-513.6108398,0.2231445,0.4013672,0.3476562,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9631667,-0.1350911,-0.3039643,0.0000000
1774,1657110713532,3660335,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91894.0000000,799.0000000,3.20000,101.41000,100.71000,101.00000,0.00000,-21.9384117,0.4912109,0.4111328,0.4169922,-26.1230469,-449.0966797,-530.8227539,0.2343750,0.4033203,0.3603516,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9630919,-0.1303518,-0.3093438,0.0000000
1775,1657110713542,3660345,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91925.0000000,796.0000000,3.20000,101.41000,100.71000,101.00000,0.00000,-25.9368649,0.5717773,0.5136719,0.4067383,-5.3100586,-457.0922852,-520.1416016,0.2446289,0.4111328,0.3740234,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9630767,-0.1255249,-0.3146054,0.0000000
1776,1657110713558,3660361,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91925.0000000,796.0000000,3.20000,101.41000,100.71000,101.00000,0.00000,-25.9368649,0.6025391,0.6586914,0.3422852,18.1884766,-461.9750977,-518.9208984,0.2543945,0.4213867,0.3940430,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9631601,-0.1177129,-0.3229843,0.0000000
1777,1657110713568,3660371,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91925.0000000,796.0000000,3.20000,101.41000,100.71000,101.00000,0.00000,-25.9368649,0.6376953,0.7319336,0.2700195,46.0205078,-453.9794922,-518.0053711,0.2617188,0.4355469,0.4140625,14.0000000,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,26.0000000,0.0000000,0.9632917,-0.1129113,-0.3281990,0.0000000
1778,1657110713578,3660381,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91925.0000000,796.0000000,3.20000,101.41000,100.71000,101.00000,0.00000,-22.9592457,0.6469727,0.8349609,0.1953125,51.7578125,-434.1430664,-518.9819336,0.2661133,0.4526367,0.4375000,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9634395,-0.1083177,-0.3334137,0.0000000
1779,1657110713588,3660391,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91925.0000000,796.0000000,3.20000,101.41000,100.71000,101.00000,0.00000,-22.9592457,0.5449219,0.7573242,0.1196289,78.4912109,-420.4101562,-525.2075195,0.2670898,0.4677734,0.4580078,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9636630,-0.1038669,-0.3386805,0.0000000
1780,1657110713613,3660416,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91925.0000000,796.0000000,3.20000,101.41000,100.71000,101.00000,0.00000,-22.9592457,0.5703125,0.9672852,-0.0493164,86.4257812,-402.7099609,-523.3154297,0.2646484,0.4833984,0.4775391,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9642750,-0.0931995,-0.3517537,0.0000000
1781,1657110713632,3660435,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91925.0000000,796.0000000,3.20000,100.94000,101.21000,101.00000,0.00000,-22.9592457,-0.0771484,1.0791016,0.0512695,54.4433594,-388.8549805,-514.0380859,0.2548828,0.5043945,0.4990234,15.0000000,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,26.0000000,0.0000000,0.9645662,-0.0853647,-0.3614688,0.0000000
1782,1657110713642,3660445,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91925.0000000,796.0000000,3.20000,100.94000,101.21000,101.00000,0.00000,-22.9592457,-0.2685547,0.9912109,0.1083984,50.1098633,-419.5556641,-505.5541992,0.2368164,0.5244141,0.5205078,15.0000000,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,26.0000000,0.0000000,0.9647068,-0.0809126,-0.3664823,0.0000000
1783,1657110713652,3660455,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2164307,91925.0000000,796.0000000,3.20000,100.94000,101.21000,101.00000,0.00000,-22.9592457,-0.3071289,0.9404297,0.0405273,51.5136719,-408.5693359,-500.8544922,0.2153320,0.5419922,0.5434570,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9648510,-0.0765756,-0.3714387,0.0000000
1784,1657110713662,3660465,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2155151,91952.0000000,793.0000000,3.20000,100.94000,101.21000,101.00000,0.00000,-26.4438648,-0.3549805,0.9809570,-0.0327148,33.2031250,-375.0000000,-492.6147461,0.1933594,0.5571289,0.5600586,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9649439,-0.0725941,-0.3763033,0.0000000
1785,1657110713672,3660475,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2155151,91952.0000000,793.0000000,3.20000,100.94000,101.21000,101.00000,0.00000,-26.4438648,-0.2133789,0.9243164,-0.0322266,12.5122070,-344.1162109,-486.7553711,0.1694336,0.5683594,0.5761719,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9649788,-0.0689395,-0.3810999,0.0000000
1786,1657110713689,3660492,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2155151,91952.0000000,793.0000000,3.20000,100.94000,101.21000,101.00000,0.00000,-26.4438648,-0.1430664,0.9067383,-0.0688477,-4.6386719,-323.0590820,-476.1352539,0.1430664,0.5776367,0.5864258,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9649567,-0.0631048,-0.3890534,0.0000000
1787,1657110713699,3660502,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2155151,91952.0000000,793.0000000,3.20000,100.94000,101.21000,101.00000,0.00000,-22.6952477,-0.2543945,0.9648438,-0.0175781,-31.1279297,-299.8657227,-466.8579102,0.1142578,0.5854492,0.5971680,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,1.0000000,26.0000000,0.0000000,0.9648696,-0.0599178,-0.3936277,0.0000000
1788,1657110713709,3660512,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2155151,91952.0000000,793.0000000,3.20000,100.94000,101.21000,101.00000,0.00000,-22.6952477,-0.2490234,0.9506836,-0.1484375,-46.2036133,-290.3442383,-459.0454102,0.0830078,0.5903320,0.6040039,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9647403,-0.0568321,-0.3981161,0.0000000
1789,1657110713719,3660522,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2155151,91952.0000000,793.0000000,3.20000,100.94000,101.21000,101.00000,0.00000,-22.6952477,-0.4042969,0.8808594,-0.1665039,-69.2749023,-284.0576172,-450.9887695,0.0551758,0.5859375,0.6064453,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9645460,-0.0538119,-0.4025163,0.0000000
1790,1657110713744,3660547,41468.0000000,56.4115715,40.9760628,85.0000000,13.0000000,31.2155151,91952.0000000,793.0000000,3.20000,100.94000,101.21000,101.00000,0.00000,-22.6952477,-0.5942383,0.8603516,0.0043945,-69.1528320,-284.9121094,-445.4345703,0.0322266,0.5800781,0.6010742,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,0.0000000,0.9640585,-0.0462374,-0.4133415,0.0000000
