Sample Number (100 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),timeStart (s),timeStartUTC (s),GPSLatitude (deg),GPSLongitude (deg),GPSHeight (m),GPSSat (),Temp (*C),Pressure (Pa),Heigh BME (m),Vbat (V),FR1 (%),FR2 (%),1 (),2 (),Vel (m/s),ALx (g),ALy (g),ALz (g),Agx (deg/s),Agy (deg/s),Agz (deg/s),MagX (Gauss),MagY (Gauss),MagZ (Gauss),TimeNRF (ms),TimeFR (ms),TimeVbat (ms),TimeBME280 (ms),TimeLSM6DSL (ms),TimeLIS3MDL (ms),TimeSdData (ms),quat (Gauss),quat1 (),quat2 (),quat3 (),quatGyro ()
3071,1657110731084,3677887,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98002.0000000,195.0000000,3.20000,101.56000,100.84000,117.00000,0.00000,-35.9749298,1.2802734,0.2211914,-0.0869141,-441.6503906,-33.5083008,-306.5185547,0.1918945,0.1166992,0.0751953,16.0000000,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,29.0000000,0.0000000,-0.8257742,0.9978086,0.9901376,0.0000000
3072,1657110731094,3677897,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98002.0000000,195.0000000,3.20000,101.56000,100.84000,117.00000,0.00000,-35.9749298,0.7084961,-0.4331055,0.1186523,-418.2128906,8.5449219,-331.4819336,0.1958008,0.1298828,0.1015625,16.0000000,1.0000000,0.0000000,0.0000000,0.0000000,1.0000000,29.0000000,0.0000000,-0.8282775,0.9978147,0.9906259,0.0000000
3073,1657110731104,3677907,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98002.0000000,195.0000000,3.20000,101.56000,100.84000,117.00000,0.00000,-35.9749298,0.9521484,0.3237305,0.1054688,-402.4047852,33.8745117,-343.0175781,0.1987305,0.1464844,0.1215820,16.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.8306705,0.9978384,0.9911182,0.0000000
3074,1657110731114,3677917,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98002.0000000,195.0000000,3.20000,101.56000,100.84000,117.00000,0.00000,-35.9749298,0.9204102,0.2060547,0.0039062,-385.5590820,60.5468750,-355.8959961,0.2001953,0.1665039,0.1357422,16.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.8329490,0.9978806,0.9916150,0.0000000
3075,1657110731124,3677927,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98002.0000000,195.0000000,3.20000,101.56000,100.84000,117.00000,0.00000,-35.9749298,0.9780273,0.0473633,-0.0375977,-363.7084961,82.2753906,-371.2158203,0.2011719,0.1879883,0.1464844,16.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.8350856,0.9979372,0.9921180,0.0000000
3076,1657110731140,3677943,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98002.0000000,195.0000000,3.20000,101.56000,100.84000,117.00000,0.00000,-33.4827995,0.7744141,-0.0498047,-0.0117188,-356.6284180,109.8632812,-383.5449219,0.2006836,0.2119141,0.1528320,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.8384123,0.9980556,0.9929156,0.0000000
3077,1657110731150,3677953,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98002.0000000,195.0000000,3.20000,101.56000,100.84000,117.00000,0.00000,-33.4827995,0.9560547,0.3637695,-0.0278320,-343.0786133,165.1611328,-397.9492188,0.1977539,0.2387695,0.1528320,14.0000000,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,29.0000000,0.0000000,-0.8403977,0.9981637,0.9934101,0.0000000
3078,1657110731160,3677963,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98002.0000000,195.0000000,3.20000,101.56000,100.84000,117.00000,0.00000,-33.4827995,0.7695312,0.4584961,-0.1157227,-318.8476562,189.1479492,-408.3862305,0.1933594,0.2636719,0.1459961,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.8422327,0.9982837,0.9938991,0.0000000
3079,1657110731170,3677973,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98002.0000000,195.0000000,3.20000,101.56000,100.84000,117.00000,0.00000,-33.4827995,0.9497070,0.1459961,-0.0048828,-328.1860352,212.0971680,-412.9638672,0.1889648,0.2841797,0.1362305,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.8441113,0.9984133,0.9943745,0.0000000
3080,1657110731196,3677999,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98002.0000000,195.0000000,3.20000,101.56000,100.84000,117.00000,0.00000,-33.4827995,0.9140625,0.0903320,-0.0029297,-326.9653320,225.2197266,-416.1987305,0.1826172,0.3032227,0.1210938,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.8489296,0.9987450,0.9955288,0.0000000
3081,1657110731217,3678020,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98042.0000000,191.0000000,3.20000,101.21000,101.52000,117.00000,0.00000,-35.7857933,1.0922852,0.3627930,0.1284180,-352.4169922,202.3315430,-436.1572266,0.1684570,0.3237305,0.0976562,15.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.8530678,0.9989613,0.9964026,0.0000000
3082,1657110731227,3678030,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98042.0000000,191.0000000,3.20000,101.21000,101.52000,117.00000,0.00000,-35.7857933,0.8012695,0.6757812,0.2270508,-352.1118164,173.5839844,-441.1010742,0.1513672,0.3403320,0.0698242,15.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.8550179,0.9990438,0.9967896,0.0000000
3083,1657110731237,3678040,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98042.0000000,191.0000000,3.20000,101.21000,101.52000,117.00000,0.00000,-35.7857933,0.8632812,0.7968750,0.2290039,-387.8173828,145.0805664,-448.4863281,0.1308594,0.3540039,0.0395508,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.8571520,0.9991102,0.9971606,0.0000000
3084,1657110731247,3678050,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98042.0000000,191.0000000,3.20000,101.21000,101.52000,117.00000,0.00000,-35.7857933,0.6909180,0.6762695,0.3208008,-361.0229492,118.1030273,-448.4863281,0.1079102,0.3632812,0.0073242,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.8591256,0.9991624,0.9975088,0.0000000
3085,1657110731257,3678060,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98042.0000000,191.0000000,3.20000,101.21000,101.52000,117.00000,0.00000,-35.7857933,0.5532227,0.5366211,0.4077148,-389.5263672,91.4916992,-452.2094727,0.0864258,0.3676758,-0.0219727,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.8612407,0.9992018,0.9978369,0.0000000
3086,1657110731274,3678077,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98042.0000000,191.0000000,3.20000,101.21000,101.52000,117.00000,0.00000,-33.1161690,0.5283203,0.6743164,0.4184570,-382.2631836,52.1850586,-455.4443359,0.0625000,0.3701172,-0.0478516,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.8647363,0.9992391,0.9983449,0.0000000
3087,1657110731284,3678087,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98042.0000000,191.0000000,3.20000,101.21000,101.52000,117.00000,0.00000,-33.1161690,0.3339844,0.5693359,0.5053711,-369.7509766,-5.3710938,-458.6791992,0.0341797,0.3681641,-0.0791016,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,29.0000000,0.0000000,-0.8667068,0.9992369,0.9986138,0.0000000
3088,1657110731294,3678097,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98042.0000000,191.0000000,3.20000,101.21000,101.52000,117.00000,0.00000,-33.1161690,0.1464844,0.3261719,0.4550781,-340.8203125,-48.2788086,-461.2426758,0.0078125,0.3637695,-0.1083984,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.8685112,0.9992167,0.9988603,0.0000000
3089,1657110731304,3678107,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98088.0000000,187.0000000,3.20000,101.21000,101.52000,117.00000,0.00000,-38.6746368,0.1508789,0.3193359,0.5400391,-330.0170898,-79.4677734,-462.8295898,-0.0107422,0.3525391,-0.1264648,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.8702475,0.9991829,0.9990834,0.0000000
3090,1657110731330,3678133,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98088.0000000,187.0000000,3.20000,101.21000,101.52000,117.00000,0.00000,-38.6746368,0.2338867,0.3818359,0.5175781,-306.1523438,-118.2250977,-464.9658203,-0.0278320,0.3393555,-0.1411133,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.8743913,0.9990453,0.9995516,0.0000000
3091,1657110731350,3678153,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98088.0000000,187.0000000,3.20000,101.36000,101.32000,117.00000,0.00000,-38.6746368,0.3593750,0.2851562,0.5112305,-233.1542969,-210.6323242,-467.5903320,-0.0400391,0.3208008,-0.1542969,16.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,27.0000000,0.0000000,-0.8767895,0.9988393,0.9998002,0.0000000
3092,1657110731360,3678163,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98088.0000000,187.0000000,3.20000,101.36000,101.32000,117.00000,0.00000,-38.6746368,0.2871094,0.1772461,0.4936523,-193.4814453,-259.8266602,-467.7124023,-0.0458984,0.3002930,-0.1655273,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,27.0000000,0.0000000,-0.8777782,0.9987022,0.9998873,0.0000000
3093,1657110731370,3678173,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98088.0000000,187.0000000,3.20000,101.36000,101.32000,117.00000,0.00000,-38.6746368,0.3208008,0.0395508,0.5249023,-165.5273438,-289.3676758,-470.2148438,-0.0522461,0.2792969,-0.1767578,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,27.0000000,0.0000000,-0.8786212,0.9985405,0.9999499,0.0000000
3094,1657110731380,3678183,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98088.0000000,187.0000000,3.20000,101.36000,101.32000,117.00000,0.00000,-38.6746368,0.3090820,0.0371094,0.5219727,-143.4936523,-313.7817383,-472.7783203,-0.0522461,0.2578125,-0.1865234,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,27.0000000,0.0000000,-0.8793497,0.9983545,0.9999877,0.0000000
3095,1657110731390,3678193,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98088.0000000,187.0000000,3.20000,101.36000,101.32000,117.00000,0.00000,-36.8122597,0.3706055,0.1103516,0.5302734,-112.9150391,-341.9189453,-476.0131836,-0.0449219,0.2397461,-0.1914062,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,27.0000000,0.0000000,-0.8799216,0.9981391,1.0000000,1.0000000
3096,1657110731407,3678210,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98088.0000000,187.0000000,3.20000,101.36000,101.32000,117.00000,0.00000,-36.8122597,0.5737305,0.1372070,0.5004883,-77.2094727,-367.7368164,-479.0039062,-0.0336914,0.2221680,-0.1948242,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,27.0000000,0.0000000,-0.8805847,0.9977111,0.9999616,0.0000000
3097,1657110731416,3678219,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1358643,98088.0000000,187.0000000,3.20000,101.36000,101.32000,117.00000,0.00000,-36.8122597,0.8188477,0.3632812,0.4057617,-30.5175781,-387.5122070,-480.2246094,-0.0185547,0.2060547,-0.1972656,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,27.0000000,0.0000000,-0.8807233,0.9974530,0.9999107,0.0000000
3098,1657110731426,3678229,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1352539,98131.0000000,183.0000000,3.20000,101.36000,101.32000,117.00000,0.00000,-42.0079994,0.7426758,0.3491211,0.4047852,-6.5307617,-401.9775391,-487.6098633,0.0000000,0.1948242,-0.1958008,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,27.0000000,0.0000000,-0.8807562,0.9971386,0.9998277,0.0000000
3099,1657110731436,3678239,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1352539,98131.0000000,183.0000000,3.20000,101.36000,101.32000,117.00000,0.00000,-42.0079994,0.8515625,0.6372070,0.3432617,4.8828125,-408.0810547,-488.4643555,0.0205078,0.1909180,-0.1928711,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,27.0000000,0.0000000,-0.8807316,0.9968008,0.9997177,0.0000000
3100,1657110731464,3678267,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1352539,98131.0000000,183.0000000,3.20000,101.36000,101.32000,117.00000,0.00000,-42.0079994,0.8896484,0.7475586,0.3222656,39.7338867,-413.9404297,-496.5820312,0.0390625,0.1909180,-0.1884766,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,27.0000000,0.0000000,-0.8801700,0.9957387,0.9992564,0.0000000
3101,1657110731484,3678287,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1352539,98131.0000000,183.0000000,3.20000,101.32000,101.53000,117.00000,0.00000,-42.0079994,0.7119141,0.8857422,0.2416992,54.5654297,-413.4521484,-496.7041016,0.0625000,0.1967773,-0.1777344,16.0000000,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,29.0000000,0.0000000,-0.8796179,0.9948881,0.9987927,0.0000000
3102,1657110731494,3678297,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1352539,98131.0000000,183.0000000,3.20000,101.32000,101.53000,117.00000,0.00000,-42.0079994,0.7397461,1.0966797,0.0913086,75.1342773,-420.4711914,-503.0517578,0.0844727,0.2075195,-0.1630859,16.0000000,1.0000000,0.0000000,0.0000000,0.0000000,1.0000000,29.0000000,0.0000000,-0.8792371,0.9944261,0.9985153,0.0000000
3103,1657110731504,3678307,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1352539,98131.0000000,183.0000000,3.20000,101.32000,101.53000,117.00000,0.00000,-36.9158783,0.4775391,1.1367188,-0.0156250,87.6464844,-401.9165039,-504.5776367,0.1035156,0.2226562,-0.1440430,16.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.8787922,0.9939657,0.9982082,0.0000000
3104,1657110731514,3678317,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1352539,98131.0000000,183.0000000,3.20000,101.32000,101.53000,117.00000,0.00000,-36.9158783,0.1840820,1.0419922,0.0898438,81.0546875,-386.2915039,-500.3662109,0.1181641,0.2407227,-0.1235352,16.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.8783801,0.9935063,0.9978753,0.0000000
3105,1657110731524,3678327,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1352539,98131.0000000,183.0000000,3.20000,101.32000,101.53000,117.00000,0.00000,-36.9158783,0.2700195,0.9848633,-0.0336914,60.4248047,-397.7050781,-503.7231445,0.1289062,0.2626953,-0.1000977,16.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.8780724,0.9930154,0.9975115,0.0000000
3106,1657110731540,3678343,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1352539,98131.0000000,183.0000000,3.20000,101.32000,101.53000,117.00000,0.00000,-36.9158783,-0.0913086,0.9736328,-0.0922852,56.9458008,-381.0424805,-496.6430664,0.1372070,0.2827148,-0.0795898,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.8776076,0.9922287,0.9968793,0.0000000
3107,1657110731550,3678353,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1352539,98171.0000000,179.0000000,3.20000,101.32000,101.53000,117.00000,0.00000,-41.7446365,-0.1889648,0.8798828,-0.0815430,41.5039062,-346.0693359,-484.5581055,0.1381836,0.3066406,-0.0522461,14.0000000,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,29.0000000,0.0000000,-0.8773957,0.9917637,0.9964588,0.0000000
3108,1657110731560,3678363,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1352539,98171.0000000,179.0000000,3.20000,101.32000,101.53000,117.00000,0.00000,-41.7446365,-0.0708008,0.9165039,-0.1894531,24.9023438,-313.4765625,-475.5249023,0.1396484,0.3305664,-0.0253906,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.8772686,0.9913307,0.9960203,0.0000000
3109,1657110731570,3678373,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1352539,98171.0000000,179.0000000,3.20000,101.32000,101.53000,117.00000,0.00000,-41.7446365,0.1079102,1.0722656,-0.2246094,-14.2822266,-286.8652344,-483.3374023,0.1333008,0.3500977,-0.0029297,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.8773415,0.9909249,0.9955484,0.0000000
3110,1657110731601,3678404,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1352539,98171.0000000,179.0000000,3.20000,101.32000,101.53000,117.00000,0.00000,-41.7446365,-0.0400391,1.0512695,-0.1743164,-28.3203125,-263.0615234,-459.4726562,0.1225586,0.3681641,0.0161133,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.8777897,0.9897206,0.9940047,0.0000000
3111,1657110731621,3678424,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1352539,98171.0000000,179.0000000,3.20000,101.30000,101.52000,117.00000,0.00000,-41.7446365,-0.2382812,1.0039062,-0.1381836,-90.2099609,-227.8442383,-434.5703125,0.1025391,0.3862305,0.0317383,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,33.0000000,0.0000000,-0.8787083,0.9890152,0.9929503,0.0000000
3112,1657110731631,3678434,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1352539,98171.0000000,179.0000000,3.20000,101.30000,101.52000,117.00000,0.00000,-35.9562874,-0.6987305,0.8212891,-0.0532227,-132.6293945,-210.1440430,-420.2270508,0.0800781,0.4013672,0.0434570,16.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,33.0000000,0.0000000,-0.8793815,0.9886819,0.9924100,0.0000000
3113,1657110731641,3678444,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1352539,98171.0000000,179.0000000,3.20000,101.30000,101.52000,117.00000,0.00000,-35.9562874,-0.9306641,0.6586914,-0.0708008,-131.8359375,-251.8310547,-417.1752930,0.0561523,0.4125977,0.0517578,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,33.0000000,0.0000000,-0.8800489,0.9882761,0.9918540,0.0000000
3114,1657110731651,3678454,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1352539,98171.0000000,179.0000000,3.20000,101.30000,101.52000,117.00000,0.00000,-35.9562874,-0.9492188,0.9409180,-0.0483398,-130.1269531,-288.7573242,-409.6679688,0.0297852,0.4233398,0.0566406,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,33.0000000,0.0000000,-0.8807060,0.9878020,0.9912890,0.0000000
3115,1657110731661,3678464,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1343384,98218.0000000,175.0000000,3.20000,101.30000,101.52000,117.00000,0.00000,-41.6295433,-0.8090820,0.6416016,0.0849609,-115.3564453,-320.8618164,-405.3344727,0.0063477,0.4287109,0.0551758,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,33.0000000,0.0000000,-0.8812871,0.9872643,0.9907113,0.0000000
3116,1657110731678,3678481,41487.0000000,56.4120102,40.9765778,0.0000000,15.0000000,31.1343384,98218.0000000,175.0000000,3.20000,101.30000,101.52000,117.00000,0.00000,-41.6295433,-0.7597656,0.8022461,0.1005859,-98.9379883,-329.5898438,-401.9775391,-0.0190430,0.4321289,0.0522461,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,33.0000000,0.0000000,-0.8821320,0.9862975,0.9896957,0.0000000
3117,1657110731688,3678491,41487.0000000,56.4120102,40.9765778,0.0000000,15.0000000,31.1343384,98218.0000000,175.0000000,3.20000,101.30000,101.52000,117.00000,0.00000,-41.6295433,-0.7856445,0.6464844,0.1640625,-39.5507812,-365.4174805,-401.8554688,-0.0458984,0.4321289,0.0444336,15.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,33.0000000,0.0000000,-0.8823302,0.9856482,0.9890741,0.0000000
3118,1657110731698,3678501,41487.0000000,56.4120102,40.9765778,0.0000000,15.0000000,31.1343384,98218.0000000,175.0000000,3.20000,101.30000,101.52000,117.00000,0.00000,-41.6295433,-0.9711914,0.4838867,0.1728516,-7.9956055,-375.1220703,-399.3530273,-0.0688477,0.4311523,0.0356445,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,33.0000000,0.0000000,-0.8823704,0.9849660,0.9884382,0.0000000
3119,1657110731708,3678511,41487.0000000,56.4120102,40.9765778,0.0000000,15.0000000,31.1343384,98218.0000000,175.0000000,3.20000,101.30000,101.52000,117.00000,0.00000,-41.6295433,-0.8125000,0.3486328,0.3071289,31.9213867,-374.0844727,-401.6113281,-0.0844727,0.4252930,0.0234375,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,33.0000000,0.0000000,-0.8822104,0.9842703,0.9877809,0.0000000
3120,1657110731736,3678539,41487.0000000,56.4120102,40.9765778,0.0000000,15.0000000,31.1343384,98218.0000000,175.0000000,3.20000,101.30000,101.52000,117.00000,0.00000,-36.7839432,-0.9023438,0.3291016,0.2578125,70.9838867,-374.0844727,-402.3437500,-0.0976562,0.4179688,0.0102539,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,33.0000000,0.0000000,-0.8812120,0.9822389,0.9858405,0.0000000
3121,1657110731756,3678559,41487.0000000,56.4120102,40.9765778,0.0000000,15.0000000,31.1343384,98218.0000000,175.0000000,3.20000,101.50000,101.23000,117.00000,0.00000,-36.7839432,-0.7041016,0.4912109,0.2182617,157.8979492,-321.5332031,-409.4238281,-0.1098633,0.4086914,-0.0009766,16.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,29.0000000,0.0000000,-0.8796175,0.9809313,0.9843411,0.0000000
3122,1657110731766,3678569,41487.0000000,56.4120102,40.9765778,0.0000000,15.0000000,31.1343384,98218.0000000,175.0000000,3.20000,101.50000,101.23000,117.00000,0.00000,-36.7839432,-0.6079102,0.3125000,0.1918945,198.7304688,-272.5830078,-412.7807617,-0.1215820,0.3994141,-0.0112305,16.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,29.0000000,0.0000000,-0.8786091,0.9803631,0.9835569,0.0000000
3123,1657110731776,3678579,41487.0000000,56.4120102,40.9765778,0.0000000,15.0000000,31.1343384,98264.0000000,170.0000000,3.20000,101.50000,101.23000,117.00000,0.00000,-42.3329315,-0.5708008,0.4741211,0.1914062,221.3134766,-249.0234375,-415.2221680,-0.1333008,0.3886719,-0.0224609,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.8774813,0.9798369,0.9827488,0.0000000
